,age,checking_status=0<=X<200,checking_status=<0,checking_status=>=200,checking_status=no checking,credit_amount,credit_history=all paid,credit_history=critical/other existing credit,credit_history=delayed previously,credit_history=existing paid,credit_history=no credits/all paid,duration,employment=1<=X<4,employment=4<=X<7,employment=<1,employment=>=7,employment=unemployed,existing_credits,foreign_worker=no,foreign_worker=yes,housing=for free,housing=own,housing=rent,installment_commitment,job=high qualif/self emp/mgmt,job=skilled,job=unemp/unskilled non res,job=unskilled resident,num_dependents,other_parties=co applicant,other_parties=guarantor,other_parties=none,other_payment_plans=bank,other_payment_plans=none,other_payment_plans=stores,own_telephone=none,own_telephone=yes,personal_status=female div/dep/mar,personal_status=male div/sep,personal_status=male mar/wid,personal_status=male single,property_magnitude=car,property_magnitude=life insurance,property_magnitude=no known property,property_magnitude=real estate,purpose=business,purpose=domestic appliance,purpose=education,purpose=furniture/equipment,purpose=new car,purpose=other,purpose=radio/tv,purpose=repairs,purpose=retraining,purpose=used car,residence_since,savings_status=100<=X<500,savings_status=500<=X<1000,savings_status=<100,savings_status=>=1000,savings_status=no known savings,class
326,49,0,0,0,1,5801,0,1,0,0,0,12,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,good
327,34,0,0,0,1,1525,0,0,0,1,0,24,0,1,0,0,0,1,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,good
328,31,0,0,1,0,4473,0,0,0,1,0,36,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
329,28,1,0,0,0,1068,0,0,0,1,0,6,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
330,75,0,1,0,0,6615,0,1,0,0,0,24,0,0,0,0,1,2,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,good
331,30,0,0,0,1,1864,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,bad
332,24,1,0,0,0,7408,0,0,0,1,0,60,0,0,1,0,0,1,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,bad
333,24,0,0,0,1,11590,0,1,0,0,0,48,1,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,bad
334,23,0,1,0,0,4110,0,0,0,0,1,24,0,0,0,1,0,2,0,1,0,0,1,3,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,bad
335,44,0,1,0,0,3384,0,1,0,0,0,6,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,bad
336,23,1,0,0,0,2101,0,0,0,1,0,13,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
337,24,0,1,0,0,1275,0,0,0,1,0,15,1,0,0,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,bad
338,28,0,1,0,0,4169,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
339,31,1,0,0,0,1521,0,0,0,1,0,10,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,good
340,24,1,0,0,0,5743,0,1,0,0,0,24,0,0,1,0,0,2,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,good
341,26,0,1,0,0,3599,0,0,0,1,0,21,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
342,25,1,0,0,0,3213,0,0,0,1,0,18,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,good
343,33,1,0,0,0,4439,0,0,0,1,0,18,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,good
344,37,0,0,1,0,3949,0,0,0,1,0,10,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,good
345,43,0,0,0,1,1459,0,1,0,0,0,15,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
346,23,1,0,0,0,882,0,1,0,0,0,13,0,0,1,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
347,23,1,0,0,0,3758,0,0,0,1,0,24,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,good
348,34,0,0,0,1,1743,0,0,1,0,0,6,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,good
349,32,1,0,0,0,1136,0,1,0,0,0,9,0,0,0,1,0,2,0,1,1,0,0,4,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,bad
350,23,0,0,0,1,1236,0,0,0,1,0,9,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,good
351,29,1,0,0,0,959,0,0,0,1,0,9,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,bad
352,38,0,0,0,1,3229,0,1,0,0,0,18,0,0,0,0,1,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
353,28,0,1,0,0,6199,0,0,0,0,1,12,1,0,0,0,0,2,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,bad
354,46,0,0,0,1,727,0,0,0,1,0,10,0,0,0,1,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,good
355,23,1,0,0,0,1246,0,0,0,1,0,24,0,0,1,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,bad
356,49,0,0,0,1,2331,0,1,0,0,0,12,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,good
357,26,0,0,0,1,4463,0,0,1,0,0,36,1,0,0,0,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,bad
358,28,0,0,0,1,776,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
359,23,0,1,0,0,2406,0,0,0,1,0,30,0,1,0,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,bad
360,61,1,0,0,0,1239,0,0,0,1,0,18,1,0,0,0,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,good
361,37,0,0,1,0,3399,0,0,0,1,0,12,0,0,0,1,0,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,good
362,36,0,0,1,0,2247,0,0,1,0,0,12,1,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,good
363,21,0,0,0,1,1766,0,0,0,1,0,6,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,good
364,25,0,1,0,0,2473,0,0,0,1,0,18,0,0,0,0,1,1,0,1,0,1,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,bad
365,36,0,0,0,1,1542,0,0,0,1,0,12,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,good
366,27,0,0,0,1,3850,0,1,0,0,0,18,0,1,0,0,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,good
367,22,0,1,0,0,3650,0,0,0,1,0,18,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
368,42,0,1,0,0,3446,0,0,0,1,0,36,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,bad
369,40,1,0,0,0,3001,0,0,0,1,0,18,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
370,36,0,0,0,1,3079,0,0,0,1,0,36,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,good
371,33,0,0,0,1,6070,0,1,0,0,0,18,0,0,0,1,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
372,23,0,0,0,1,2146,0,1,0,0,0,10,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,good
373,63,0,0,0,1,13756,0,1,0,0,0,60,0,0,0,1,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,good
374,60,1,0,0,0,14782,1,0,0,0,0,60,0,0,0,1,0,2,0,1,1,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,bad
375,37,0,1,0,0,7685,1,0,0,0,0,48,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,bad
376,34,0,0,0,1,2320,0,0,1,0,0,18,0,0,0,0,1,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,good
377,36,0,0,0,1,846,0,0,1,0,0,7,0,0,0,1,0,1,0,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,good
378,57,1,0,0,0,14318,0,0,0,1,0,36,0,0,0,1,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,bad
379,52,0,0,0,1,362,0,1,0,0,0,6,1,0,0,0,0,2,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,good
380,39,0,1,0,0,2212,0,0,0,1,0,20,0,1,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,good
381,38,1,0,0,0,12976,0,0,0,1,0,18,0,0,0,0,1,1,0,1,1,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,bad
382,25,0,0,0,1,1283,0,0,0,1,0,22,0,1,0,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,good
383,26,0,0,1,0,1330,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,good
384,26,0,0,0,1,4272,0,0,1,0,0,30,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,good
385,25,0,0,0,1,2238,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,good
386,21,0,0,0,1,1126,0,0,0,1,0,18,0,0,1,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,good
387,40,1,0,0,0,7374,0,1,0,0,0,18,0,0,0,0,1,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
388,27,1,0,0,0,2326,0,1,0,0,0,15,1,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,good
389,27,0,0,0,1,1449,0,0,0,1,0,9,0,1,0,0,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,good
390,30,0,0,0,1,1820,0,0,0,1,0,18,1,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,good
391,19,1,0,0,0,983,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,good
392,39,0,1,0,0,3249,0,0,0,1,0,36,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,good
393,31,0,1,0,0,1957,0,1,0,0,0,6,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
394,31,0,0,0,1,2406,0,1,0,0,0,9,0,0,0,0,1,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,good
395,32,1,0,0,0,11760,0,0,1,0,0,39,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,good
396,55,0,1,0,0,2578,0,0,0,1,0,12,0,0,0,0,1,1,0,1,1,0,0,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
397,46,0,1,0,0,2348,0,1,0,0,0,36,1,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,good
398,46,1,0,0,0,1223,0,0,0,1,0,12,0,0,0,1,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,bad
399,43,0,0,0,1,1516,0,1,0,0,0,24,1,0,0,0,0,2,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,good
400,39,0,0,0,1,1473,0,0,0,1,0,18,0,0,1,0,0,1,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
401,28,1,0,0,0,1887,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,good
402,27,0,0,0,1,8648,0,0,1,0,0,24,0,0,1,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,bad
403,27,0,0,0,1,802,0,0,1,0,0,14,1,0,0,0,0,2,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,good
404,43,1,0,0,0,2899,0,0,1,0,0,18,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,good
405,22,1,0,0,0,2039,0,0,0,1,0,24,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,bad
406,43,0,0,0,1,2197,0,1,0,0,0,24,0,1,0,0,0,2,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
407,27,0,1,0,0,1053,0,0,0,1,0,15,0,0,1,0,0,1,1,0,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
408,26,0,0,0,1,3235,0,0,0,1,0,24,0,0,0,1,0,1,0,1,0,1,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,good
409,28,0,0,1,0,939,0,1,0,0,0,12,0,1,0,0,0,3,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,bad
410,20,1,0,0,0,1967,0,0,0,1,0,24,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
411,35,0,0,0,1,7253,0,1,0,0,0,33,0,1,0,0,0,2,0,1,0,1,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,good
412,42,0,0,0,1,2292,0,1,0,0,0,12,0,0,0,0,1,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,bad
413,40,0,0,0,1,1597,0,0,0,1,0,10,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,good
414,35,0,1,0,0,1381,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,bad
415,35,0,0,0,1,5842,0,1,0,0,0,36,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,good
416,33,0,1,0,0,2579,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,1,0,4,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,bad
417,23,0,1,0,0,8471,0,0,1,0,0,18,1,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,good
418,31,0,0,0,1,2782,0,0,0,1,0,21,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,good
419,33,1,0,0,0,1042,0,0,0,1,0,18,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,bad
420,20,0,0,0,1,3186,0,0,0,1,0,15,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,good
421,30,1,0,0,0,2028,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,good
422,47,1,0,0,0,958,0,1,0,0,0,12,0,1,0,0,0,2,0,1,0,1,0,2,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,good
423,34,0,0,0,1,1591,0,0,1,0,0,21,0,1,0,0,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,good
424,25,1,0,0,0,2762,0,0,0,1,0,12,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,bad
425,21,1,0,0,0,2779,0,0,0,1,0,18,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,good
426,29,0,0,0,1,2743,0,1,0,0,0,28,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
427,46,0,0,0,1,1149,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,good
428,20,0,0,0,1,1313,0,0,0,1,0,9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
429,55,0,1,0,0,1190,0,1,0,0,0,18,0,0,0,0,1,3,0,1,1,0,0,2,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,bad
430,74,0,0,0,1,3448,0,0,0,1,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,good
